"Mã hợp đồng","Tên hợp đồng","Mã hàng hoá","KL chào mua","Giá chào mua","KL đang chờ khớp mua","Giá chào bán","KL chào bán","KL chờ khớp bán","Giá khớp","KL khớp","Thay đổi","Thay đổi (%)","Giá mở cửa","Giá cao nhất","Giá thấp nhất","Giá đóng cửa","Giá đóng cửa phiên trước","Giá thanh toán","Bước giá tối thiểu","Giá hợp đồng","KL giao dịch","Ngày giờ cập nhật gần nhất"
"AHDD08U25","Nhôm LME 08/09/25","LALZ","","","","","","","2597","","","","","","","","","2595.0","","","",""
"AHDD08U26","Nhôm LME 08/09/26","LALZ","","","","","","","3121.5","","","","","","","","","3114.5","","","",""
"AHDD08V24","Nhôm LME 08/10/24","LALZ","","","","","","","2638","","","","","","","","","2642.0","","","",""
"AHDD08V25","Nhôm LME 08/10/25","LALZ","","","","","","","2721","","","","","","","","","2720.5","","","",""
"AHDD08V26","Nhôm LME 08/10/26","LALZ","","","","","","","","","","","","","","","","","","","",""
"AHDD08X22","Nhôm LME 08/11/22","LALZ","","","","","","","2317.5","","","","","","","","","2344.5","","","",""
"AHDD08X23","Nhôm LME 08/11/23","LALZ","","","","","","","2267.5","","","","","","","","","2267.0","","","",""
"AHDD08X24","Nhôm LME 08/11/24","LALZ","","","","","","","2584.5","","","","","","","","","2578.0","","","",""
"AHDD08Z22","Nhôm LME 08/12/22","LALZ","","","","","","","2474.5","","","","","","","","","2477.5","","","",""
"AHDD08Z23","Nhôm LME 08/12/23","LALZ","","","","","","","2112","","","","","","","","","2109.0","","","",""
"AHDD08Z25","Nhôm LME 08/12/25","LALZ","","","","","","","2877","","","","","","","","","2874.0","","","",""
"AHDD09F23","Nhôm LME 09/01/23","LALZ","","","","","","","2266.5","","","","","","","","","2223.0","","","",""
"AHDD09F24","Nhôm LME 09/01/24","LALZ","","","","","","","2220.5","","","","","","","","","2228.0","","","",""
"AHDD09F25","Nhôm LME 09/01/25","LALZ","","","","","","","2498","","","","","","","","","2488.5","","","",""
"AHDD09F26","Nhôm LME 09/01/26","LALZ","","","","","","","3068","","","","","","","","","3071.0","","","",""
"AHDD09G23","Nhôm LME 09/02/23","LALZ","","","","","","","2494","","","","","","","","","2486.0","","","",""
"AHDD09G24","Nhôm LME 09/02/24","LALZ","","","","","","","2196.5","","","","","","","","","2196.0","","","",""
"AHDD09G26","Nhôm LME 09/02/26","LALZ","","","","","","","3026","","","","","","","","","3001.0","","","",""
"AHDD09H23","Nhôm LME 09/03/23","LALZ","","","","","","","2293","","","","","","","","","2301.0","","","",""
"AHDD09H26","Nhôm LME 09/03/26","LALZ","","","","","","","3355","","","","","","","","","3347.5","","","",""
"AHDD09J24","Nhôm LME 09/04/24","LALZ","","","","","","","2411","","","","","","","","","2412.5","","","",""
"AHDD09J25","Nhôm LME 09/04/25","LALZ","","","","","","","2623.5","","","","","","","","","2624.5","","","",""
"AHDD09J26","Nhôm LME 09/04/26","LALZ","","","","","","","3565","","","","","","","","","3545.0","","","",""
"AHDD09K23","Nhôm LME 09/05/23","LALZ","","","","","","","2273","","","","","","","","","2278.0","","","",""
"AHDD09K24","Nhôm LME 09/05/24","LALZ","","","","","","","2529","","","","","","","","","2522.5","","","",""
"AHDD09K25","Nhôm LME 09/05/25","LALZ","","","","","","","2350.5","","","","","","","","","2354.5","","","",""
"AHDD09M23","Nhôm LME 09/06/23","LALZ","","","","","","","2168","","","","","","","","","2174.0","","","",""
"AHDD09M25","Nhôm LME 09/06/25","LALZ","","","","","","","2471.5","","","","","","","","","2470.5","","","",""
"AHDD09M26","Nhôm LME 09/06/26","LALZ","","","","","","","3647","","","","","","","","","3647.0","","","",""
"AHDD09N24","Nhôm LME 09/07/24","LALZ","","","","","","","2479","","","","","","","","","2478.5","","","",""
"AHDD09N25","Nhôm LME 09/07/25","LALZ","","","","","","","2561","","","","","","","","","2570.0","","","",""
"AHDD09N26","Nhôm LME 09/07/26","LALZ","","","","","","","3114","","","","","","","","","3107.0","","","",""
"AHDD09Q23","Nhôm LME 09/08/23","LALZ","","","","","","","2183","","","","","","","","","2180.0","","","",""
"AHDD09Q24","Nhôm LME 09/08/24","LALZ","","","","","","","2230.5","","","","","","","","","2230.5","","","",""
"AHDD09U24","Nhôm LME 09/09/24","LALZ","","","","","","","2360.5","","","","","","","","","2361.0","","","",""
"AHDD09U25","Nhôm LME 09/09/25","LALZ","","","","","","","2594.5","","","","","","","","","2602.5","","","",""
"AHDD09U26","Nhôm LME 09/09/26","LALZ","","","","","","","3122","","","","","","","","","3115.0","","","",""
"AHDD09V24","Nhôm LME 09/10/24","LALZ","","","","","","","2644","","","","","","","","","2645.0","","","",""
"AHDD09V25","Nhôm LME 09/10/25","LALZ","","","","","","","2736.5","","","","","","","","","2739.5","","","",""
"AHDD09V26","Nhôm LME 09/10/26","LALZ","","","","","","","","","","","","","","","","","","","",""
"AHDD09X22","Nhôm LME 09/11/22","LALZ","","","","","","","2311.5","","","","","","","","","2322.5","","","",""
"AHDD09X23","Nhôm LME 09/11/23","LALZ","","","","","","","2243","","","","","","","","","2247.5","","","",""
"AHDD09Z22","Nhôm LME 09/12/22","LALZ","","","","","","","2442","","","","","","","","","2452.5","","","",""
"AHDD09Z24","Nhôm LME 09/12/24","LALZ","","","","","","","2580","","","","","","","","","2588.0","","","",""
"AHDD09Z25","Nhôm LME 09/12/25","LALZ","","","","","","","2871.5","","","","","","","","","2868.5","","","",""
"AHDD10F23","Nhôm LME 10/01/23","LALZ","","","","","","","2258","","","","","","","","","2264.5","","","",""
"AHDD10F24","Nhôm LME 10/01/24","LALZ","","","","","","","2191","","","","","","","","","2188.5","","","",""
"AHDD10F25","Nhôm LME 10/01/25","LALZ","","","","","","","2476.5","","","","","","","","","2467.5","","","",""
"AHDD10G23","Nhôm LME 10/02/23","LALZ","","","","","","","2449.5","","","","","","","","","2442.0","","","",""
"AHDD10G25","Nhôm LME 10/02/25","LALZ","","","","","","","2625","","","","","","","","","2625.0","","","",""
"AHDD10G26","Nhôm LME 10/02/26","LALZ","","","","","","","3087.5","","","","","","","","","3062.5","","","",""
"AHDD10H23","Nhôm LME 10/03/23","LALZ","","","","","","","2299","","","","","","","","","2305.5","","","",""
"AHDD10H25","Nhôm LME 10/03/25","LALZ","","","","","","","2692","","","","","","","","","2708.5","","","",""
"AHDD10H26","Nhôm LME 10/03/26","LALZ","","","","","","","3493.4","","","","","","","","","3493.5","","","",""
"AHDD10J24","Nhôm LME 10/04/24","LALZ","","","","","","","2430","","","","","","","","","2415.0","","","",""
"AHDD10J25","Nhôm LME 10/04/25","LALZ","","","","","","","2514.5","","","","","","","","","2517.0","","","",""
"AHDD10J26","Nhôm LME 10/04/26","LALZ","","","","","","","3502","","","","","","","","","3498.5","","","",""
"AHDD10K23","Nhôm LME 10/05/23","LALZ","","","","","","","2318.5","","","","","","","","","2317.0","","","",""
"AHDD10K24","Nhôm LME 10/05/24","LALZ","","","","","","","2491","","","","","","","","","2500.0","","","",""
"AHDD10M24","Nhôm LME 10/06/24","LALZ","","","","","","","2604.5","","","","","","","","","2594.5","","","",""
"AHDD10M25","Nhôm LME 10/06/25","LALZ","","","","","","","2449.5","","","","","","","","","2445.5","","","",""
"AHDD10M26","Nhôm LME 10/06/26","LALZ","","","","","","","3637","","","","","","","","","3652.0","","","",""
"AHDD10N23","Nhôm LME 10/07/23","LALZ","","","","","","","2091","","","","","","","","","2084.0","","","",""
"AHDD10N24","Nhôm LME 10/07/24","LALZ","","","","","","","2468.5","","","","","","","","","2474.0","","","",""
"AHDD10N25","Nhôm LME 10/07/25","LALZ","","","","","","","2585.5","","","","","","","","","2585.5","","","",""
"AHDD10N26","Nhôm LME 10/07/26","LALZ","","","","","","","3115","","","","","","","","","3108.0","","","",""
"AHDD10Q23","Nhôm LME 10/08/23","LALZ","","","","","","","2148.5","","","","","","","","","2148.0","","","",""
"AHDD10Q26","Nhôm LME 10/08/26","LALZ","","","","","","","3125","","","","","","","","","3118.0","","","",""
"AHDD10U24","Nhôm LME 10/09/24","LALZ","","","","","","","2330.5","","","","","","","","","2321.5","","","",""
"AHDD10U25","Nhôm LME 10/09/25","LALZ","","","","","","","2626.5","","","","","","","","","2621.5","","","",""
"AHDD10U26","Nhôm LME 10/09/26","LALZ","","","","","","","3123","","","","","","","","","3116.0","","","",""
"AHDD10V23","Nhôm LME 10/10/23","LALZ","","","","","","","2206.5","","","","","","","","","2205.0","","","",""
"AHDD10V24","Nhôm LME 10/10/24","LALZ","","","","","","","2559","","","","","","","","","2555.0","","","",""
"AHDD10V25","Nhôm LME 10/10/25","LALZ","","","","","","","2740","","","","","","","","","2756.0","","","",""
"AHDD10X22","Nhôm LME 10/11/22","LALZ","","","","","","","2352.5","","","","","","","","","2356.5","","","",""
"AHDD10X23","Nhôm LME 10/11/23","LALZ","","","","","","","2255","","","","","","","","","2249.0","","","",""
"AHDD10X25","Nhôm LME 10/11/25","LALZ","","","","","","","2844.5","","","","","","","","","2830.5","","","",""
"AHDD10Z24","Nhôm LME 10/12/24","LALZ","","","","","","","2576.5","","","","","","","","","2570.0","","","",""
"AHDD10Z25","Nhôm LME 10/12/25","LALZ","","","","","","","2845","","","","","","","","","2856.0","","","",""
"AHDD11F23","Nhôm LME 11/01/23","LALZ","","","","","","","2382","","","","","","","","","2405.0","","","",""
"AHDD11F24","Nhôm LME 11/01/24","LALZ","","","","","","","2204","","","","","","","","","2204.0","","","",""
"AHDD11G25","Nhôm LME 11/02/25","LALZ","","","","","","","2635.5","","","","","","","","","2633.0","","","",""
"AHDD11G26","Nhôm LME 11/02/26","LALZ","","","","","","","3111.5","","","","","","","","","3099.5","","","",""
"AHDD11H24","Nhôm LME 11/03/24","LALZ","","","","","","","2201.5","","","","","","","","","2208.5","","","",""
"AHDD11H25","Nhôm LME 11/03/25","LALZ","","","","","","","2712.5","","","","","","","","","2720.0","","","",""
"AHDD11H26","Nhôm LME 11/03/26","LALZ","","","","","","","3402","","","","","","","","","3408.0","","","",""
"AHDD11J23","Nhôm LME 11/04/23","LALZ","","","","","","","2291.5","","","","","","","","","2291.0","","","",""
"AHDD11J24","Nhôm LME 11/04/24","LALZ","","","","","","","2412","","","","","","","","","2409.0","","","",""
"AHDD11J25","Nhôm LME 11/04/25","LALZ","","","","","","","2514.5","","","","","","","","","2517.0","","","",""
"AHDD11K23","Nhôm LME 11/05/23","LALZ","","","","","","","2317.5","","","","","","","","","2315.5","","","",""
"AHDD11K26","Nhôm LME 11/05/26","LALZ","","","","","","","3541","","","","","","","","","3542.0","","","",""
"AHDD11M24","Nhôm LME 11/06/24","LALZ","","","","","","","2531","","","","","","","","","2520.5","","","",""
"AHDD11M25","Nhôm LME 11/06/25","LALZ","","","","","","","2479.5","","","","","","","","","2478.0","","","",""
"AHDD11M26","Nhôm LME 11/06/26","LALZ","","","","","","","3590.5","","","","","","","","","3562.5","","","",""
"AHDD11N23","Nhôm LME 11/07/23","LALZ","","","","","","","2100","","","","","","","","","2100.0","","","",""
"AHDD11N24","Nhôm LME 11/07/24","LALZ","","","","","","","2435","","","","","","","","","2437.0","","","",""
"AHDD11N25","Nhôm LME 11/07/25","LALZ","","","","","","","2593.5","","","","","","","","","2595.0","","","",""
"AHDD11Q23","Nhôm LME 11/08/23","LALZ","","","","","","","2134","","","","","","","","","2144.0","","","",""
"AHDD11Q25","Nhôm LME 11/08/25","LALZ","","","","","","","2615.5","","","","","","","","","2609.5","","","",""
"AHDD11Q26","Nhôm LME 11/08/26","LALZ","","","","","","","3125","","","","","","","","","3118.0","","","",""
"AHDD11U23","Nhôm LME 11/09/23","LALZ","","","","","","","2150","","","","","","","","","2151.5","","","",""
"AHDD11U24","Nhôm LME 11/09/24","LALZ","","","","","","","2331","","","","","","","","","2322.0","","","",""
"AHDD11U25","Nhôm LME 11/09/25","LALZ","","","","","","","2625.5","","","","","","","","","2625.5","","","",""
"AHDD11U26","Nhôm LME 11/09/26","LALZ","","","","","","","3123.5","","","","","","","","","3116.5","","","",""
"AHDD11V23","Nhôm LME 11/10/23","LALZ","","","","","","","2208","","","","","","","","","2208.5","","","",""
"AHDD11V24","Nhôm LME 11/10/24","LALZ","","","","","","","2530","","","","","","","","","2525.0","","","",""
"AHDD11Z23","Nhôm LME 11/12/23","LALZ","","","","","","","2103","","","","","","","","","2096.0","","","",""
"AHDD11Z24","Nhôm LME 11/12/24","LALZ","","","","","","","2577.5","","","","","","","","","2571.0","","","",""
"AHDD11Z25","Nhôm LME 11/12/25","LALZ","","","","","","","2845.5","","","","","","","","","2856.5","","","",""
"AHDD12F23","Nhôm LME 12/01/23","LALZ","","","","","","","2439.5","","","","","","","","","2429.0","","","",""
"AHDD12F24","Nhôm LME 12/01/24","LALZ","","","","","","","2184.5","","","","","","","","","2188.5","","","",""
"AHDD12F26","Nhôm LME 12/01/26","LALZ","","","","","","","3097.5","","","","","","","","","3084.5","","","",""
"AHDD12G24","Nhôm LME 12/02/24","LALZ","","","","","","","2196","","","","","","","","","2192.0","","","",""
"AHDD12G25","Nhôm LME 12/02/25","LALZ","","","","","","","2659","","","","","","","","","2664.5","","","",""
"AHDD12G26","Nhôm LME 12/02/26","LALZ","","","","","","","3072.5","","","","","","","","","3058.5","","","",""
"AHDD12H24","Nhôm LME 12/03/24","LALZ","","","","","","","2193.5","","","","","","","","","2195.5","","","",""
"AHDD12H25","Nhôm LME 12/03/25","LALZ","","","","","","","2710","","","","","","","","","2709.0","","","",""
"AHDD12H26","Nhôm LME 12/03/26","LALZ","","","","","","","3429.5","","","","","","","","","3429.5","","","",""
"AHDD12J23","Nhôm LME 12/04/23","LALZ","","","","","","","2291","","","","","","","","","2292.0","","","",""
"AHDD12J24","Nhôm LME 12/04/24","LALZ","","","","","","","2390","","","","","","","","","2405.5","","","",""
"AHDD12K23","Nhôm LME 12/05/23","LALZ","","","","","","","2272.5","","","","","","","","","2260.0","","","",""
"AHDD12K25","Nhôm LME 12/05/25","LALZ","","","","","","","2407","","","","","","","","","2406.5","","","",""
"AHDD12K26","Nhôm LME 12/05/26","LALZ","","","","","","","3562.5","","","","","","","","","3562.5","","","",""
"AHDD12M23","Nhôm LME 12/06/23","LALZ","","","","","","","2209","","","","","","","","","2215.5","","","",""
"AHDD12M24","Nhôm LME 12/06/24","LALZ","","","","","","","2503","","","","","","","","","2509.5","","","",""
"AHDD12M25","Nhôm LME 12/06/25","LALZ","","","","","","","2501","","","","","","","","","2500.0","","","",""
"AHDD12M26","Nhôm LME 12/06/26","LALZ","","","","","","","3590","","","","","","","","","3562.0","","","",""
"AHDD12N23","Nhôm LME 12/07/23","LALZ","","","","","","","2100","","","","","","","","","2098.0","","","",""
"AHDD12N24","Nhôm LME 12/07/24","LALZ","","","","","","","2429","","","","","","","","","2420.5","","","",""
"AHDD12Q24","Nhôm LME 12/08/24","LALZ","","","","","","","2233","","","","","","","","","2233.0","","","",""
"AHDD12Q25","Nhôm LME 12/08/25","LALZ","","","","","","","2604.5","","","","","","","","","2606.5","","","",""
"AHDD12Q26","Nhôm LME 12/08/26","LALZ","","","","","","","3124.5","","","","","","","","","3117.5","","","",""
"AHDD12U23","Nhôm LME 12/09/23","LALZ","","","","","","","2142","","","","","","","","","2142.5","","","",""
"AHDD12U24","Nhôm LME 12/09/24","LALZ","","","","","","","2331.5","","","","","","","","","2322.5","","","",""
"AHDD12U25","Nhôm LME 12/09/25","LALZ","","","","","","","2625.5","","","","","","","","","2625.5","","","",""
"AHDD12V23","Nhôm LME 12/10/23","LALZ","","","","","","","2180","","","","","","","","","2179.0","","","",""
"AHDD12X24","Nhôm LME 12/11/24","LALZ","","","","","","","2569.5","","","","","","","","","2584.0","","","",""
"AHDD12X25","Nhôm LME 12/11/25","LALZ","","","","","","","2859","","","","","","","","","2854.0","","","",""
"AHDD12Z22","Nhôm LME 12/12/22","LALZ","","","","","","","2467.5","","","","","","","","","2470.5","","","",""
"AHDD12Z23","Nhôm LME 12/12/23","LALZ","","","","","","","2094.5","","","","","","","","","2091.5","","","",""
"AHDD12Z24","Nhôm LME 12/12/24","LALZ","","","","","","","2569.5","","","","","","","","","2564.5","","","",""
"AHDD12Z25","Nhôm LME 12/12/25","LALZ","","","","","","","2833.5","","","","","","","","","2838.5","","","",""
"AHDD13F23","Nhôm LME 13/01/23","LALZ","","","","","","","2473","","","","","","","","","2478.0","","","",""
"AHDD13F25","Nhôm LME 13/01/25","LALZ","","","","","","","2517.5","","","","","","","","","2520.5","","","",""
"AHDD13F26","Nhôm LME 13/01/26","LALZ","","","","","","","3157.5","","","","","","","","","3144.5","","","",""
"AHDD13G23","Nhôm LME 13/02/23","LALZ","","","","","","","2476.5","","","","","","","","","2463.0","","","",""
"AHDD13G24","Nhôm LME 13/02/24","LALZ","","","","","","","2178","","","","","","","","","2186.5","","","",""
"AHDD13G25","Nhôm LME 13/02/25","LALZ","","","","","","","2650","","","","","","","","","2647.5","","","",""
"AHDD13G26","Nhôm LME 13/02/26","LALZ","","","","","","","3068.5","","","","","","","","","3071.0","","","",""
"AHDD13H23","Nhôm LME 13/03/23","LALZ","","","","","","","2268","","","","","","","","","2281.5","","","",""
"AHDD13H24","Nhôm LME 13/03/24","LALZ","","","","","","","2212","","","","","","","","","2213.5","","","",""
"AHDD13H25","Nhôm LME 13/03/25","LALZ","","","","","","","2722","","","","","","","","","2720.0","","","",""
"AHDD13H26","Nhôm LME 13/03/26","LALZ","","","","","","","3500","","","","","","","","","3483.5","","","",""
"AHDD13J23","Nhôm LME 13/04/23","LALZ","","","","","","","2254","","","","","","","","","2258.0","","","",""
"AHDD13J26","Nhôm LME 13/04/26","LALZ","","","","","","","3475","","","","","","","","","3475.0","","","",""
"AHDD13K24","Nhôm LME 13/05/24","LALZ","","","","","","","2519.5","","","","","","","","","2514.0","","","",""
"AHDD13K25","Nhôm LME 13/05/25","LALZ","","","","","","","2408.5","","","","","","","","","2408.0","","","",""
"AHDD13K26","Nhôm LME 13/05/26","LALZ","","","","","","","3663","","","","","","","","","3650.5","","","",""
"AHDD13M23","Nhôm LME 13/06/23","LALZ","","","","","","","2229","","","","","","","","","2229.0","","","",""
"AHDD13M24","Nhôm LME 13/06/24","LALZ","","","","","","","2461","","","","","","","","","2473.5","","","",""
"AHDD13M25","Nhôm LME 13/06/25","LALZ","","","","","","","2518.5","","","","","","","","","2519.0","","","",""
